respondent_id,batch,task,profile,chosen,rating,decision_process,decision_process_code,human_involved,accuracy_pct,transparency,opt_out,appeal,bias_audit,decision_process_idx,accuracy_idx,transparency_idx,opt_out_idx,appeal_idx,bias_audit_idx,attr_row_order
78,last_pilot,7,B,1,3,"AI suggests, human decides",suggest_human_decides,1,20,1,0,0,0,0,1,1,0,0,0,"[3, 5, 4, 2, 1, 0]"
78,last_pilot,8,A,0,3,"AI screens applicants first, human decides",screen_human_decides,1,20,0,1,0,1,1,1,0,1,0,1,"[3, 1, 2, 0, 5, 4]"
78,last_pilot,8,B,1,3,"AI screens applicants first, human decides",screen_human_decides,1,30,1,1,1,0,1,2,1,1,1,0,"[3, 1, 2, 0, 5, 4]"
79,last_pilot,1,A,1,2,"AI screens applicants first, human decides",screen_human_decides,1,10,1,1,0,1,1,0,1,1,0,1,"[5, 1, 0, 3, 4, 2]"
79,last_pilot,1,B,0,1,AI decides alone,AI_alone,0,10,0,0,1,1,2,0,0,0,1,1,"[5, 1, 0, 3, 4, 2]"
79,last_pilot,2,A,1,2,"AI screens applicants first, human decides",screen_human_decides,1,10,1,1,1,0,1,0,1,1,1,0,"[2, 5, 0, 1, 3, 4]"
79,last_pilot,2,B,0,1,"AI screens applicants first, human decides",screen_human_decides,1,30,1,1,0,1,1,2,1,1,0,1,"[2, 5, 0, 1, 3, 4]"
79,last_pilot,3,A,1,2,"AI suggests, human decides",suggest_human_decides,1,10,1,0,0,0,0,0,1,0,0,0,"[5, 0, 4, 3, 2, 1]"
79,last_pilot,3,B,0,1,"AI screens applicants first, human decides",screen_human_decides,1,20,1,0,1,0,1,1,1,0,1,0,"[5, 0, 4, 3, 2, 1]"
79,last_pilot,4,A,0,1,"AI suggests, human decides",suggest_human_decides,1,20,0,0,1,1,0,1,0,0,1,1,"[5, 2, 4, 1, 3, 0]"
79,last_pilot,4,B,1,1,AI decides alone,AI_alone,0,10,0,0,1,0,2,0,0,0,1,0,"[5, 2, 4, 1, 3, 0]"
79,last_pilot,5,A,0,1,"AI screens applicants first, human decides",screen_human_decides,1,20,0,1,0,0,1,1,0,1,0,0,"[2, 0, 5, 1, 4, 3]"
79,last_pilot,5,B,1,2,"AI suggests, human decides",suggest_human_decides,1,10,0,1,1,0,0,0,0,1,1,0,"[2, 0, 5, 1, 4, 3]"
79,last_pilot,6,A,1,2,"AI screens applicants first, human decides",screen_human_decides,1,10,0,1,0,0,1,0,0,1,0,0,"[0, 3, 5, 2, 1, 4]"
79,last_pilot,6,B,0,1,"AI suggests, human decides",suggest_human_decides,1,30,0,1,0,0,0,2,0,1,0,0,"[0, 3, 5, 2, 1, 4]"
79,last_pilot,7,A,1,2,"AI suggests, human decides",suggest_human_decides,1,10,0,0,1,1,0,0,0,0,1,1,"[3, 1, 4, 5, 0, 2]"
79,last_pilot,7,B,0,1,"AI suggests, human decides",suggest_human_decides,1,30,0,0,1,1,0,2,0,0,1,1,"[3, 1, 4, 5, 0, 2]"
79,last_pilot,8,A,0,1,"AI screens applicants first, human decides",screen_human_decides,1,30,1,1,0,1,1,2,1,1,0,1,"[5, 1, 3, 0, 2, 4]"
79,last_pilot,8,B,1,2,AI decides alone,AI_alone,0,10,0,0,1,0,2,0,0,0,1,0,"[5, 1, 3, 0, 2, 4]"
80,last_pilot,1,A,0,2,AI decides alone,AI_alone,0,10,1,1,0,0,2,0,1,1,0,0,"[1, 3, 5, 2, 4, 0]"
80,last_pilot,1,B,1,4,AI decides alone,AI_alone,0,10,1,1,1,1,2,0,1,1,1,1,"[1, 3, 5, 2, 4, 0]"
80,last_pilot,2,A,1,3,AI decides alone,AI_alone,0,10,1,0,1,0,2,0,1,0,1,0,"[5, 0, 3, 2, 1, 4]"
80,last_pilot,2,B,0,2,AI decides alone,AI_alone,0,20,1,0,0,1,2,1,1,0,0,1,"[5, 0, 3, 2, 1, 4]"
80,last_pilot,3,A,0,2,"AI screens applicants first, human decides",screen_human_decides,1,20,1,0,0,1,1,1,1,0,0,1,"[4, 0, 1, 2, 5, 3]"
80,last_pilot,3,B,1,4,AI decides alone,AI_alone,0,20,1,1,1,1,2,1,1,1,1,1,"[4, 0, 1, 2, 5, 3]"
80,last_pilot,4,A,0,2,"AI suggests, human decides",suggest_human_decides,1,10,0,1,0,1,0,0,0,1,0,1,"[5, 4, 0, 2, 3, 1]"
80,last_pilot,4,B,1,4,"AI suggests, human decides",suggest_human_decides,1,10,0,0,1,0,0,0,0,0,1,0,"[5, 4, 0, 2, 3, 1]"
80,last_pilot,5,A,1,4,"AI screens applicants first, human decides",screen_human_decides,1,20,1,0,0,1,1,1,1,0,0,1,"[1, 3, 5, 4, 0, 2]"
80,last_pilot,5,B,0,1,AI decides alone,AI_alone,0,30,0,0,0,0,2,2,0,0,0,0,"[1, 3, 5, 4, 0, 2]"
80,last_pilot,6,A,0,3,"AI screens applicants first, human decides",screen_human_decides,1,20,0,0,0,0,1,1,0,0,0,0,"[1, 5, 3, 4, 2, 0]"
80,last_pilot,6,B,1,3,AI decides alone,AI_alone,0,20,0,1,1,0,2,1,0,1,1,0,"[1, 5, 3, 4, 2, 0]"
80,last_pilot,7,A,1,3,AI decides alone,AI_alone,0,20,1,1,0,1,2,1,1,1,0,1,"[5, 2, 0, 4, 3, 1]"
80,last_pilot,7,B,0,3,"AI suggests, human decides",suggest_human_decides,1,20,0,0,0,1,0,1,0,0,0,1,"[5, 2, 0, 4, 3, 1]"
80,last_pilot,8,A,1,3,AI decides alone,AI_alone,0,10,0,1,0,0,2,0,0,1,0,0,"[4, 5, 0, 1, 3, 2]"
80,last_pilot,8,B,0,3,AI decides alone,AI_alone,0,20,0,1,0,1,2,1,0,1,0,1,"[4, 5, 0, 1, 3, 2]"
81,last_pilot,1,A,0,3,"AI suggests, human decides",suggest_human_decides,1,10,0,1,1,1,0,0,0,1,1,1,"[5, 0, 1, 2, 4, 3]"
81,last_pilot,1,B,1,4,"AI suggests, human decides",suggest_human_decides,1,20,1,1,1,1,0,1,1,1,1,1,"[5, 0, 1, 2, 4, 3]"
81,last_pilot,2,A,0,3,"AI screens applicants first, human decides",screen_human_decides,1,30,1,0,0,1,1,2,1,0,0,1,"[1, 2, 5, 3, 4, 0]"
81,last_pilot,2,B,1,4,"AI suggests, human decides",suggest_human_decides,1,20,1,1,0,1,0,1,1,1,0,1,"[1, 2, 5, 3, 4, 0]"
81,last_pilot,3,A,0,2,"AI screens applicants first, human decides",screen_human_decides,1,30,0,0,1,0,1,2,0,0,1,0,"[1, 3, 2, 4, 5, 0]"
81,last_pilot,3,B,1,4,"AI suggests, human decides",suggest_human_decides,1,20,1,1,0,0,0,1,1,1,0,0,"[1, 3, 2, 4, 5, 0]"
81,last_pilot,4,A,0,3,"AI screens applicants first, human decides",screen_human_decides,1,30,0,1,0,1,1,2,0,1,0,1,"[3, 4, 5, 0, 2, 1]"
81,last_pilot,4,B,1,4,"AI screens applicants first, human decides",screen_human_decides,1,10,1,0,0,1,1,0,1,0,0,1,"[3, 4, 5, 0, 2, 1]"
81,last_pilot,5,A,1,5,"AI screens applicants first, human decides",screen_human_decides,1,20,1,1,1,0,1,1,1,1,1,0,"[0, 3, 1, 4, 2, 5]"
81,last_pilot,5,B,0,2,AI decides alone,AI_alone,0,20,1,0,1,0,2,1,1,0,1,0,"[0, 3, 1, 4, 2, 5]"
81,last_pilot,6,A,1,5,"AI screens applicants first, human decides",screen_human_decides,1,30,0,1,1,1,1,2,0,1,1,1,"[0, 2, 3, 5, 1, 4]"
81,last_pilot,6,B,0,2,AI decides alone,AI_alone,0,20,1,0,0,0,2,1,1,0,0,0,"[0, 2, 3, 5, 1, 4]"
81,last_pilot,7,A,0,2,AI decides alone,AI_alone,0,30,1,0,0,0,2,2,1,0,0,0,"[3, 1, 4, 2, 5, 0]"
81,last_pilot,7,B,1,5,"AI screens applicants first, human decides",screen_human_decides,1,10,1,0,1,0,1,0,1,0,1,0,"[3, 1, 4, 2, 5, 0]"
81,last_pilot,8,A,1,4,"AI suggests, human decides",suggest_human_decides,1,30,1,1,0,1,0,2,1,1,0,1,"[3, 4, 5, 1, 0, 2]"
81,last_pilot,8,B,0,2,AI decides alone,AI_alone,0,30,0,0,0,0,2,2,0,0,0,0,"[3, 4, 5, 1, 0, 2]"
82,last_pilot,1,A,0,2,"AI suggests, human decides",suggest_human_decides,1,20,0,0,0,0,0,1,0,0,0,0,"[1, 4, 3, 2, 5, 0]"
82,last_pilot,1,B,1,2,"AI screens applicants first, human decides",screen_human_decides,1,10,0,0,0,1,1,0,0,0,0,1,"[1, 4, 3, 2, 5, 0]"
82,last_pilot,2,A,1,2,AI decides alone,AI_alone,0,10,0,1,0,0,2,0,0,1,0,0,"[5, 2, 1, 3, 0, 4]"
82,last_pilot,2,B,0,2,"AI suggests, human decides",suggest_human_decides,1,20,0,0,1,1,0,1,0,0,1,1,"[5, 2, 1, 3, 0, 4]"
82,last_pilot,3,A,0,2,"AI screens applicants first, human decides",screen_human_decides,1,30,1,1,1,1,1,2,1,1,1,1,"[2, 0, 5, 3, 1, 4]"
82,last_pilot,3,B,1,3,AI decides alone,AI_alone,0,10,1,1,0,0,2,0,1,1,0,0,"[2, 0, 5, 3, 1, 4]"
82,last_pilot,4,A,0,1,AI decides alone,AI_alone,0,20,0,0,0,0,2,1,0,0,0,0,"[0, 5, 3, 4, 1, 2]"
82,last_pilot,4,B,1,1,AI decides alone,AI_alone,0,30,1,0,0,0,2,2,1,0,0,0,"[0, 5, 3, 4, 1, 2]"
82,last_pilot,5,A,1,3,"AI suggests, human decides",suggest_human_decides,1,10,1,1,0,0,0,0,1,1,0,0,"[2, 3, 0, 1, 4, 5]"
82,last_pilot,5,B,0,2,"AI screens applicants first, human decides",screen_human_decides,1,20,0,1,1,1,1,1,0,1,1,1,"[2, 3, 0, 1, 4, 5]"
82,last_pilot,6,A,1,2,"AI screens applicants first, human decides",screen_human_decides,1,20,0,0,1,1,1,1,0,0,1,1,"[4, 0, 5, 1, 3, 2]"
82,last_pilot,6,B,0,2,"AI screens applicants first, human decides",screen_human_decides,1,30,1,1,0,0,1,2,1,1,0,0,"[4, 0, 5, 1, 3, 2]"
82,last_pilot,7,A,0,2,AI decides alone,AI_alone,0,30,0,1,0,0,2,2,0,1,0,0,"[4, 1, 5, 2, 0, 3]"
82,last_pilot,7,B,1,3,AI decides alone,AI_alone,0,10,0,0,1,0,2,0,0,0,1,0,"[4, 1, 5, 2, 0, 3]"
82,last_pilot,8,A,1,2,"AI screens applicants first, human decides",screen_human_decides,1,20,0,1,1,1,1,1,0,1,1,1,"[4, 5, 2, 3, 1, 0]"
82,last_pilot,8,B,0,1,AI decides alone,AI_alone,0,30,0,0,1,1,2,2,0,0,1,1,"[4, 5, 2, 3, 1, 0]"
83,last_pilot,1,A,0,1,"AI screens applicants first, human decides",screen_human_decides,1,10,1,0,1,0,1,0,1,0,1,0,"[3, 4, 0, 2, 5, 1]"
83,last_pilot,1,B,1,3,"AI suggests, human decides",suggest_human_decides,1,20,1,1,1,0,0,1,1,1,1,0,"[3, 4, 0, 2, 5, 1]"
83,last_pilot,2,A,0,1,AI decides alone,AI_alone,0,20,0,0,0,0,2,1,0,0,0,0,"[2, 5, 3, 4, 0, 1]"
83,last_pilot,2,B,1,1,AI decides alone,AI_alone,0,30,0,0,1,1,2,2,0,0,1,1,"[2, 5, 3, 4, 0, 1]"
83,last_pilot,3,A,0,1,"AI screens applicants first, human decides",screen_human_decides,1,10,0,0,0,1,1,0,0,0,0,1,"[0, 3, 2, 5, 4, 1]"
83,last_pilot,3,B,1,3,"AI suggests, human decides",suggest_human_decides,1,20,0,1,0,1,0,1,0,1,0,1,"[0, 3, 2, 5, 4, 1]"
83,last_pilot,4,A,0,1,AI decides alone,AI_alone,0,20,1,0,1,0,2,1,1,0,1,0,"[0, 5, 4, 3, 2, 1]"
83,last_pilot,4,B,1,3,"AI screens applicants first, human decides",screen_human_decides,1,30,1,0,1,1,1,2,1,0,1,1,"[0, 5, 4, 3, 2, 1]"
83,last_pilot,5,A,1,4,"AI suggests, human decides",suggest_human_decides,1,30,1,1,1,0,0,2,1,1,1,0,"[3, 2, 0, 4, 1, 5]"
83,last_pilot,5,B,0,1,"AI screens applicants first, human decides",screen_human_decides,1,30,0,1,1,0,1,2,0,1,1,0,"[3, 2, 0, 4, 1, 5]"
83,last_pilot,6,A,0,1,"AI screens applicants first, human decides",screen_human_decides,1,20,0,1,0,0,1,1,0,1,0,0,"[4, 1, 2, 5, 3, 0]"
83,last_pilot,6,B,1,3,"AI screens applicants first, human decides",screen_human_decides,1,20,0,1,1,1,1,1,0,1,1,1,"[4, 1, 2, 5, 3, 0]"
83,last_pilot,7,A,1,1,"AI screens applicants first, human decides",screen_human_decides,1,30,0,1,1,0,1,2,0,1,1,0,"[3, 0, 4, 1, 5, 2]"
83,last_pilot,7,B,0,1,"AI suggests, human decides",suggest_human_decides,1,30,1,0,0,0,0,2,1,0,0,0,"[3, 0, 4, 1, 5, 2]"
83,last_pilot,8,A,1,2,"AI screens applicants first, human decides",screen_human_decides,1,10,0,1,0,0,1,0,0,1,0,0,"[0, 2, 1, 3, 4, 5]"
83,last_pilot,8,B,0,1,AI decides alone,AI_alone,0,10,1,0,0,1,2,0,1,0,0,1,"[0, 2, 1, 3, 4, 5]"
84,last_pilot,1,A,1,4,"AI screens applicants first, human decides",screen_human_decides,1,20,0,1,0,1,1,1,0,1,0,1,"[1, 0, 4, 5, 2, 3]"
84,last_pilot,1,B,0,3,"AI suggests, human decides",suggest_human_decides,1,30,0,1,1,0,0,2,0,1,1,0,"[1, 0, 4, 5, 2, 3]"
84,last_pilot,2,A,1,3,"AI suggests, human decides",suggest_human_decides,1,10,1,1,1,0,0,0,1,1,1,0,"[0, 5, 2, 4, 1, 3]"
84,last_pilot,2,B,0,3,AI decides alone,AI_alone,0,30,1,0,1,0,2,2,1,0,1,0,"[0, 5, 2, 4, 1, 3]"
84,last_pilot,3,A,1,4,"AI screens applicants first, human decides",screen_human_decides,1,10,1,1,0,0,1,0,1,1,0,0,"[3, 4, 1, 2, 0, 5]"
84,last_pilot,3,B,0,4,"AI screens applicants first, human decides",screen_human_decides,1,30,0,1,1,1,1,2,0,1,1,1,"[3, 4, 1, 2, 0, 5]"
84,last_pilot,4,A,1,4,"AI suggests, human decides",suggest_human_decides,1,30,1,1,1,0,0,2,1,1,1,0,"[5, 0, 4, 2, 1, 3]"
84,last_pilot,4,B,0,3,"AI suggests, human decides",suggest_human_decides,1,30,1,0,1,0,0,2,1,0,1,0,"[5, 0, 4, 2, 1, 3]"
84,last_pilot,5,A,0,3,AI decides alone,AI_alone,0,20,1,0,1,0,2,1,1,0,1,0,"[5, 4, 3, 2, 0, 1]"
84,last_pilot,5,B,1,4,"AI suggests, human decides",suggest_human_decides,1,30,1,1,1,0,0,2,1,1,1,0,"[5, 4, 3, 2, 0, 1]"
84,last_pilot,6,A,1,3,AI decides alone,AI_alone,0,30,1,1,1,1,2,2,1,1,1,1,"[3, 1, 4, 0, 2, 5]"
84,last_pilot,6,B,0,3,AI decides alone,AI_alone,0,30,0,1,1,1,2,2,0,1,1,1,"[3, 1, 4, 0, 2, 5]"
84,last_pilot,7,A,1,4,"AI suggests, human decides",suggest_human_decides,1,10,0,1,1,0,0,0,0,1,1,0,"[3, 5, 1, 2, 4, 0]"
84,last_pilot,7,B,0,4,"AI screens applicants first, human decides",screen_human_decides,1,20,1,0,1,0,1,1,1,0,1,0,"[3, 5, 1, 2, 4, 0]"
84,last_pilot,8,A,0,3,AI decides alone,AI_alone,0,10,0,1,1,0,2,0,0,1,1,0,"[0, 2, 3, 5, 1, 4]"
84,last_pilot,8,B,1,4,"AI screens applicants first, human decides",screen_human_decides,1,30,0,0,1,0,1,2,0,0,1,0,"[0, 2, 3, 5, 1, 4]"
85,last_pilot,1,A,0,4,"AI suggests, human decides",suggest_human_decides,1,20,1,1,0,0,0,1,1,1,0,0,"[4, 5, 1, 2, 0, 3]"
85,last_pilot,1,B,1,3,"AI suggests, human decides",suggest_human_decides,1,10,1,1,0,1,0,0,1,1,0,1,"[4, 5, 1, 2, 0, 3]"
85,last_pilot,2,A,0,2,"AI screens applicants first, human decides",screen_human_decides,1,30,0,0,0,0,1,2,0,0,0,0,"[0, 2, 3, 5, 4, 1]"
85,last_pilot,2,B,1,4,"AI screens applicants first, human decides",screen_human_decides,1,20,1,0,1,0,1,1,1,0,1,0,"[0, 2, 3, 5, 4, 1]"
85,last_pilot,3,A,1,5,AI decides alone,AI_alone,0,20,1,1,0,1,2,1,1,1,0,1,"[3, 4, 0, 1, 2, 5]"
85,last_pilot,3,B,0,3,"AI screens applicants first, human decides",screen_human_decides,1,30,0,0,1,0,1,2,0,0,1,0,"[3, 4, 0, 1, 2, 5]"
85,last_pilot,4,A,0,3,"AI suggests, human decides",suggest_human_decides,1,10,0,0,0,0,0,0,0,0,0,0,"[5, 2, 1, 0, 4, 3]"
85,last_pilot,4,B,1,4,"AI screens applicants first, human decides",screen_human_decides,1,10,0,1,0,1,1,0,0,1,0,1,"[5, 2, 1, 0, 4, 3]"
85,last_pilot,5,A,1,5,AI decides alone,AI_alone,0,20,1,1,1,1,2,1,1,1,1,1,"[1, 2, 3, 4, 0, 5]"
85,last_pilot,5,B,0,3,"AI screens applicants first, human decides",screen_human_decides,1,20,1,0,0,1,1,1,1,0,0,1,"[1, 2, 3, 4, 0, 5]"
85,last_pilot,6,A,1,4,"AI suggests, human decides",suggest_human_decides,1,30,1,1,1,1,0,2,1,1,1,1,"[1, 2, 5, 4, 3, 0]"
85,last_pilot,6,B,0,3,"AI suggests, human decides",suggest_human_decides,1,20,1,0,0,1,0,1,1,0,0,1,"[1, 2, 5, 4, 3, 0]"
85,last_pilot,7,A,1,4,AI decides alone,AI_alone,0,20,1,0,1,1,2,1,1,0,1,1,"[0, 1, 2, 3, 4, 5]"
85,last_pilot,7,B,0,3,AI decides alone,AI_alone,0,30,0,0,0,1,2,2,0,0,0,1,"[0, 1, 2, 3, 4, 5]"
85,last_pilot,8,A,0,3,"AI screens applicants first, human decides",screen_human_decides,1,20,0,0,0,0,1,1,0,0,0,0,"[5, 0, 3, 2, 1, 4]"
85,last_pilot,8,B,1,4,"AI suggests, human decides",suggest_human_decides,1,10,1,1,0,1,0,0,1,1,0,1,"[5, 0, 3, 2, 1, 4]"
86,last_pilot,1,A,0,3,AI decides alone,AI_alone,0,30,1,1,1,0,2,2,1,1,1,0,"[2, 0, 3, 4, 1, 5]"
86,last_pilot,1,B,1,4,"AI screens applicants first, human decides",screen_human_decides,1,10,1,1,1,0,1,0,1,1,1,0,"[2, 0, 3, 4, 1, 5]"
86,last_pilot,2,A,1,4,AI decides alone,AI_alone,0,30,1,1,0,1,2,2,1,1,0,1,"[4, 5, 2, 3, 0, 1]"
86,last_pilot,2,B,0,3,"AI suggests, human decides",suggest_human_decides,1,30,1,0,0,0,0,2,1,0,0,0,"[4, 5, 2, 3, 0, 1]"
86,last_pilot,3,A,1,4,AI decides alone,AI_alone,0,10,1,0,1,0,2,0,1,0,1,0,"[2, 3, 4, 1, 0, 5]"
86,last_pilot,3,B,0,3,"AI screens applicants first, human decides",screen_human_decides,1,20,0,1,1,0,1,1,0,1,1,0,"[2, 3, 4, 1, 0, 5]"
86,last_pilot,4,A,0,3,"AI screens applicants first, human decides",screen_human_decides,1,30,1,1,0,0,1,2,1,1,0,0,"[2, 0, 1, 5, 3, 4]"
86,last_pilot,4,B,1,4,"AI suggests, human decides",suggest_human_decides,1,20,1,0,1,1,0,1,1,0,1,1,"[2, 0, 1, 5, 3, 4]"
86,last_pilot,5,A,1,4,AI decides alone,AI_alone,0,10,0,1,1,1,2,0,0,1,1,1,"[5, 0, 3, 2, 4, 1]"
86,last_pilot,5,B,0,3,"AI suggests, human decides",suggest_human_decides,1,10,0,0,1,0,0,0,0,0,1,0,"[5, 0, 3, 2, 4, 1]"
86,last_pilot,6,A,1,4,"AI screens applicants first, human decides",screen_human_decides,1,20,1,0,1,1,1,1,1,0,1,1,"[0, 4, 3, 2, 5, 1]"
86,last_pilot,6,B,0,3,"AI screens applicants first, human decides",screen_human_decides,1,20,0,0,1,1,1,1,0,0,1,1,"[0, 4, 3, 2, 5, 1]"
86,last_pilot,7,A,0,3,"AI screens applicants first, human decides",screen_human_decides,1,30,0,1,0,0,1,2,0,1,0,0,"[2, 5, 3, 4, 1, 0]"
86,last_pilot,7,B,1,4,"AI suggests, human decides",suggest_human_decides,1,30,1,0,0,0,0,2,1,0,0,0,"[2, 5, 3, 4, 1, 0]"
86,last_pilot,8,A,0,3,AI decides alone,AI_alone,0,10,0,1,0,0,2,0,0,1,0,0,"[1, 3, 2, 4, 0, 5]"
86,last_pilot,8,B,1,4,"AI suggests, human decides",suggest_human_decides,1,30,1,1,1,0,0,2,1,1,1,0,"[1, 3, 2, 4, 0, 5]"
87,last_pilot,1,A,1,5,"AI suggests, human decides",suggest_human_decides,1,20,0,0,1,0,0,1,0,0,1,0,"[0, 1, 5, 3, 4, 2]"
87,last_pilot,1,B,0,4,AI decides alone,AI_alone,0,20,1,0,1,1,2,1,1,0,1,1,"[0, 1, 5, 3, 4, 2]"
87,last_pilot,2,A,1,5,"AI screens applicants first, human decides",screen_human_decides,1,10,1,0,1,0,1,0,1,0,1,0,"[5, 0, 2, 1, 3, 4]"
87,last_pilot,2,B,0,4,AI decides alone,AI_alone,0,20,1,0,0,0,2,1,1,0,0,0,"[5, 0, 2, 1, 3, 4]"
87,last_pilot,3,A,0,4,AI decides alone,AI_alone,0,20,0,0,1,0,2,1,0,0,1,0,"[0, 5, 4, 3, 2, 1]"
87,last_pilot,3,B,1,4,AI decides alone,AI_alone,0,20,1,1,1,0,2,1,1,1,1,0,"[0, 5, 4, 3, 2, 1]"
87,last_pilot,4,A,1,4,"AI screens applicants first, human decides",screen_human_decides,1,20,0,1,1,1,1,1,0,1,1,1,"[5, 1, 3, 4, 2, 0]"
87,last_pilot,4,B,0,4,"AI suggests, human decides",suggest_human_decides,1,20,1,1,1,0,0,1,1,1,1,0,"[5, 1, 3, 4, 2, 0]"
87,last_pilot,5,A,0,4,"AI suggests, human decides",suggest_human_decides,1,30,1,0,0,1,0,2,1,0,0,1,"[2, 0, 3, 4, 5, 1]"
87,last_pilot,5,B,1,4,"AI screens applicants first, human decides",screen_human_decides,1,10,1,0,0,0,1,0,1,0,0,0,"[2, 0, 3, 4, 5, 1]"
87,last_pilot,6,A,0,5,"AI screens applicants first, human decides",screen_human_decides,1,20,1,0,0,0,1,1,1,0,0,0,"[1, 4, 5, 2, 0, 3]"
87,last_pilot,6,B,1,5,"AI screens applicants first, human decides",screen_human_decides,1,30,1,0,0,1,1,2,1,0,0,1,"[1, 4, 5, 2, 0, 3]"
87,last_pilot,7,A,1,5,"AI screens applicants first, human decides",screen_human_decides,1,30,1,1,0,0,1,2,1,1,0,0,"[4, 1, 5, 2, 3, 0]"
87,last_pilot,7,B,0,5,"AI screens applicants first, human decides",screen_human_decides,1,30,1,0,1,0,1,2,1,0,1,0,"[4, 1, 5, 2, 3, 0]"
87,last_pilot,8,A,0,4,AI decides alone,AI_alone,0,30,0,1,0,0,2,2,0,1,0,0,"[1, 4, 3, 2, 5, 0]"
87,last_pilot,8,B,1,4,AI decides alone,AI_alone,0,10,1,1,1,1,2,0,1,1,1,1,"[1, 4, 3, 2, 5, 0]"
88,last_pilot,1,A,0,1,"AI suggests, human decides",suggest_human_decides,1,20,0,0,1,1,0,1,0,0,1,1,"[4, 1, 5, 2, 3, 0]"
88,last_pilot,1,B,1,5,AI decides alone,AI_alone,0,20,0,1,1,0,2,1,0,1,1,0,"[4, 1, 5, 2, 3, 0]"
88,last_pilot,2,A,0,4,"AI screens applicants first, human decides",screen_human_decides,1,20,0,1,0,1,1,1,0,1,0,1,"[2, 0, 1, 3, 4, 5]"
88,last_pilot,2,B,1,4,AI decides alone,AI_alone,0,10,0,1,0,0,2,0,0,1,0,0,"[2, 0, 1, 3, 4, 5]"
88,last_pilot,3,A,0,1,"AI screens applicants first, human decides",screen_human_decides,1,20,0,0,1,0,1,1,0,0,1,0,"[5, 1, 0, 3, 2, 4]"
88,last_pilot,3,B,1,1,"AI suggests, human decides",suggest_human_decides,1,30,1,0,1,1,0,2,1,0,1,1,"[5, 1, 0, 3, 2, 4]"
88,last_pilot,4,A,1,5,"AI suggests, human decides",suggest_human_decides,1,10,1,1,1,0,0,0,1,1,1,0,"[1, 0, 2, 3, 4, 5]"
88,last_pilot,4,B,0,1,AI decides alone,AI_alone,0,20,0,0,0,1,2,1,0,0,0,1,"[1, 0, 2, 3, 4, 5]"
88,last_pilot,5,A,1,5,"AI screens applicants first, human decides",screen_human_decides,1,30,1,1,0,1,1,2,1,1,0,1,"[4, 1, 5, 2, 3, 0]"
88,last_pilot,5,B,0,1,AI decides alone,AI_alone,0,10,0,0,1,1,2,0,0,0,1,1,"[4, 1, 5, 2, 3, 0]"
88,last_pilot,6,A,1,5,AI decides alone,AI_alone,0,10,1,1,0,0,2,0,1,1,0,0,"[4, 2, 0, 3, 1, 5]"
88,last_pilot,6,B,0,1,"AI screens applicants first, human decides",screen_human_decides,1,30,1,0,1,0,1,2,1,0,1,0,"[4, 2, 0, 3, 1, 5]"
88,last_pilot,7,A,0,4,AI decides alone,AI_alone,0,30,1,1,0,0,2,2,1,1,0,0,"[5, 4, 2, 0, 3, 1]"
88,last_pilot,7,B,1,4,"AI suggests, human decides",suggest_human_decides,1,20,0,1,0,0,0,1,0,1,0,0,"[5, 4, 2, 0, 3, 1]"
88,last_pilot,8,A,1,5,"AI screens applicants first, human decides",screen_human_decides,1,10,0,1,0,0,1,0,0,1,0,0,"[3, 0, 5, 1, 4, 2]"
88,last_pilot,8,B,0,1,"AI screens applicants first, human decides",screen_human_decides,1,10,0,0,1,1,1,0,0,0,1,1,"[3, 0, 5, 1, 4, 2]"
89,last_pilot,1,A,0,1,"AI screens applicants first, human decides",screen_human_decides,1,20,0,1,0,0,1,1,0,1,0,0,"[3, 4, 1, 5, 2, 0]"
89,last_pilot,1,B,1,1,"AI screens applicants first, human decides",screen_human_decides,1,20,0,1,1,1,1,1,0,1,1,1,"[3, 4, 1, 5, 2, 0]"
89,last_pilot,2,A,1,1,AI decides alone,AI_alone,0,10,1,0,1,0,2,0,1,0,1,0,"[5, 0, 3, 2, 4, 1]"
89,last_pilot,2,B,0,1,"AI screens applicants first, human decides",screen_human_decides,1,20,1,1,0,1,1,1,1,1,0,1,"[5, 0, 3, 2, 4, 1]"
89,last_pilot,3,A,1,1,"AI screens applicants first, human decides",screen_human_decides,1,10,0,0,1,1,1,0,0,0,1,1,"[0, 5, 2, 4, 1, 3]"
89,last_pilot,3,B,0,1,"AI suggests, human decides",suggest_human_decides,1,30,1,0,0,0,0,2,1,0,0,0,"[0, 5, 2, 4, 1, 3]"
89,last_pilot,4,A,1,1,"AI screens applicants first, human decides",screen_human_decides,1,10,0,1,1,1,1,0,0,1,1,1,"[0, 3, 4, 1, 5, 2]"
89,last_pilot,4,B,0,1,AI decides alone,AI_alone,0,20,1,1,0,0,2,1,1,1,0,0,"[0, 3, 4, 1, 5, 2]"
89,last_pilot,5,A,0,1,"AI suggests, human decides",suggest_human_decides,1,20,0,0,1,0,0,1,0,0,1,0,"[1, 2, 5, 4, 0, 3]"
89,last_pilot,5,B,1,1,AI decides alone,AI_alone,0,10,1,1,0,1,2,0,1,1,0,1,"[1, 2, 5, 4, 0, 3]"
89,last_pilot,6,A,1,1,"AI suggests, human decides",suggest_human_decides,1,10,1,0,1,0,0,0,1,0,1,0,"[3, 1, 5, 0, 2, 4]"
