respondent_id,duration_seconds,batch,Q2_job_seeking,Q3_ai_experience,Q3_ai_exp_binary,Q8_manip_check,Q9_1_legitimacy,Q9_2_intention_apply,Q9_3_intention_withdraw,Q9_gap_apply_minus_legit,flag_straightline_rating,flag_always_same_side,flag_manip_fail,Age,Sex,Ethnicity simplified,Country of residence,Employment status,Student status
430,411,main_study,Yes,Yes,1,Varied,4,4,3,0,0,0,0,44,Male,Black,United States,Full-Time,No
431,464,main_study,Yes,Not sure,0,Varied,3,3,3,0,0,0,0,59,Female,White,United States,Unemployed (and job seeking),No
432,258,main_study,Yes,No,0,Varied,3,2,4,-1,0,0,0,25,Female,White,United States,Unemployed (and job seeking),No
433,700,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,45,Female,Black,United States,Part-Time,No
434,219,main_study,Yes,Yes,1,Stayed the same,4,3,4,-1,0,0,1,42,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
435,399,main_study,Yes,Yes,1,Varied,1,1,1,0,0,0,0,33,Female,White,United States,Part-Time,No
436,521,main_study,Yes,No,0,Varied,3,3,3,0,0,0,0,30,Female,Other,United States,Unemployed (and job seeking),No
437,141,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,26,Male,Other,United States,Unemployed (and job seeking),No
438,264,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,57,Female,White,United States,Part-Time,No
439,254,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,37,Male,Prefer not to say,United States,Part-Time,No
440,310,main_study,Yes,No,0,Varied,4,2,3,-2,0,0,0,45,Male,White,United States,Unemployed (and job seeking),No
441,246,main_study,Yes,Yes,1,Varied,4,3,3,-1,0,0,0,28,Male,Black,United States,Unemployed (and job seeking),Yes
442,227,main_study,Yes,Not sure,0,Varied,2,2,5,0,0,1,0,35,Female,Mixed,United States,Other,No
443,162,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,22,Female,Mixed,United States,Unemployed (and job seeking),No
444,230,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,35,Male,White,United States,Unemployed (and job seeking),Yes
445,154,main_study,Yes,Not sure,0,Varied,4,3,2,-1,1,0,0,52,Male,White,United States,Full-Time,No
446,270,main_study,Yes,Yes,1,Varied,1,3,2,2,1,0,0,41,Female,White,United States,Full-Time,No
447,187,main_study,Yes,No,0,Varied,1,1,5,0,1,0,0,19,Male,Black,United States,Unemployed (and job seeking),Yes
448,590,main_study,Yes,No,0,Varied,4,4,2,0,0,0,0,19,Male,Mixed,United States,Unemployed (and job seeking),No
449,167,main_study,Yes,Yes,1,Varied,1,4,2,3,0,0,0,34,Female,Other,United States,Unemployed (and job seeking),No
450,175,main_study,Yes,Yes,1,Varied,2,2,3,0,0,0,0,39,Female,Black,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
451,210,main_study,Yes,Yes,1,Stayed the same,2,3,2,1,0,0,1,21,Female,Mixed,United States,Part-Time,Yes
452,148,main_study,Yes,Yes,1,Varied,1,2,2,1,0,0,0,32,Male,Black,United States,Full-Time,Yes
453,787,main_study,Yes,Yes,1,Varied,2,4,1,2,0,0,0,45,Female,White,United States,Full-Time,No
454,194,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,22,Male,Black,United States,Unemployed (and job seeking),No
455,186,main_study,Yes,Yes,1,Varied,5,5,2,0,0,0,0,33,Male,White,United States,Full-Time,No
456,587,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,24,Male,Mixed,United States,Unemployed (and job seeking),Yes
457,434,main_study,Yes,Yes,1,Varied,2,2,3,0,0,0,0,36,Male,White,United States,Part-Time,Yes
458,285,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,39,Male,White,United States,Full-Time,No
459,338,main_study,Yes,Not sure,0,Varied,3,4,2,1,0,0,0,43,Female,Black,United States,Full-Time,No
460,209,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,30,Female,White,United States,Full-Time,Yes
461,115,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,30,Male,White,United States,Part-Time,No
462,140,main_study,Yes,No,0,Varied,2,4,2,2,0,0,0,35,Male,Black,United States,Unemployed (and job seeking),No
463,457,main_study,Yes,Yes,1,Varied,4,3,2,-1,0,0,0,52,Male,Prefer not to say,United States,Full-Time,No
464,274,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,30,Male,White,United States,Unemployed (and job seeking),No
465,239,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,51,Female,White,United States,Other,No
466,243,main_study,Yes,No,0,Varied,2,3,2,1,0,0,0,55,Male,White,United States,Other,No
467,223,main_study,Yes,Yes,1,Varied,3,4,1,1,0,0,0,44,Female,White,United States,Unemployed (and job seeking),No
468,194,main_study,Yes,No,0,Varied,3,3,3,0,0,0,0,32,Male,Black,United States,Unemployed (and job seeking),Yes
469,390,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,32,Female,White,United States,Other,No
470,137,main_study,Yes,Yes,1,Varied,2,2,4,0,0,0,0,29,Male,White,United States,Unemployed (and job seeking),No
471,174,main_study,Yes,Not sure,0,Varied,3,2,3,-1,0,0,0,32,Male,Asian,United States,Full-Time,No
472,317,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,40,Male,White,United States,Unemployed (and job seeking),No
473,235,main_study,Yes,Not sure,0,Varied,4,4,1,0,0,0,0,56,Male,White,United States,Part-Time,No
474,188,main_study,Yes,Yes,1,Varied,4,3,2,-1,0,0,0,29,Male,Black,United States,Full-Time,Yes
475,222,main_study,Yes,Yes,1,Varied,2,2,3,0,0,0,0,45,Male,Asian,United States,Part-Time,No
476,508,main_study,Yes,Yes,1,Varied,3,4,2,1,1,0,0,50,Female,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
477,292,main_study,Yes,Not sure,0,Varied,3,4,3,1,0,0,0,29,Male,White,United States,Full-Time,No
478,431,main_study,Yes,Yes,1,Not sure,3,2,4,-1,0,0,1,34,Female,Other,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
479,167,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,55,Male,White,United States,Full-Time,No
480,230,main_study,Yes,No,0,Varied,5,5,1,0,0,0,0,51,Male,White,United States,Full-Time,No
481,544,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,18,Male,Black,United States,Part-Time,Yes
482,244,main_study,Yes,Yes,1,Varied,1,1,3,0,0,0,0,38,Male,White,United States,Full-Time,No
483,184,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,26,Female,Black,United States,DATA_EXPIRED,DATA_EXPIRED
484,149,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,39,Female,Other,United States,Unemployed (and job seeking),No
485,528,main_study,Yes,Yes,1,Varied,4,5,1,1,0,0,0,30,Female,Black,United States,Unemployed (and job seeking),No
486,198,main_study,Yes,No,0,Varied,3,4,3,1,0,0,0,21,Female,Black,United States,Other,Yes
487,226,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,33,Female,Asian,United States,Part-Time,Yes
488,265,main_study,Yes,No,0,Varied,3,4,2,1,0,0,0,50,Female,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
489,619,main_study,Yes,No,0,Varied,2,3,3,1,0,0,0,53,Female,Black,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
490,218,main_study,Yes,Yes,1,Varied,2,2,3,0,0,0,0,30,Female,White,United States,Full-Time,No
491,359,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,30,Male,Mixed,United States,Unemployed (and job seeking),No
492,189,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,28,Female,Mixed,United States,Unemployed (and job seeking),No
493,224,main_study,Yes,No,0,Varied,4,4,3,0,0,0,0,42,Male,Mixed,United States,Full-Time,No
494,509,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,53,Female,White,United States,Unemployed (and job seeking),No
495,262,main_study,Yes,Yes,1,Varied,2,2,4,0,0,0,0,27,Female,Black,United States,Full-Time,No
496,1073,main_study,Yes,Yes,1,Varied,4,3,3,-1,0,0,0,26,Male,White,United States,Full-Time,No
497,216,main_study,Yes,Yes,1,Varied,2,4,2,2,0,0,0,56,Female,White,United States,Part-Time,No
498,338,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,48,Female,Black,United States,Full-Time,Yes
499,176,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,26,Female,White,United States,Unemployed (and job seeking),Yes
500,278,main_study,Yes,Not sure,0,Varied,4,3,2,-1,0,0,0,33,Female,White,United States,Unemployed (and job seeking),Yes
501,286,main_study,Yes,Yes,1,Varied,1,4,2,3,0,0,0,20,Female,Asian,United States,Unemployed (and job seeking),Yes
502,325,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,64,Female,White,United States,Part-Time,No
503,208,main_study,Yes,No,0,Varied,4,4,2,0,0,0,0,39,Female,Asian,United States,Unemployed (and job seeking),No
504,272,main_study,Yes,Yes,1,Varied,3,5,2,2,0,0,0,32,Male,White,United States,Full-Time,Yes
505,295,main_study,Yes,Yes,1,Varied,2,3,4,1,0,0,0,38,Male,Other,United States,Part-Time,No
506,292,main_study,Yes,No,0,Varied,2,4,2,2,0,0,0,48,Male,White,United States,Part-Time,No
507,418,main_study,Yes,Not sure,0,Varied,1,1,5,0,0,0,0,38,Male,Asian,United States,Full-Time,DATA_EXPIRED
508,341,main_study,Yes,Yes,1,Varied,3,4,5,1,0,0,0,19,Male,White,United States,Full-Time,Yes
509,290,main_study,Yes,Yes,1,Varied,4,4,3,0,0,0,0,22,Female,White,United States,Full-Time,No
510,290,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,24,Male,Black,United States,Unemployed (and job seeking),No
511,244,main_study,Yes,Yes,1,Varied,1,3,3,2,0,0,0,37,Female,White,United States,Unemployed (and job seeking),No
512,552,main_study,Yes,Yes,1,Varied,1,1,1,0,0,0,0,28,Male,Other,United States,Full-Time,Yes
513,284,main_study,Yes,Yes,1,Varied,2,4,2,2,0,0,0,53,Female,White,United States,Unemployed (and job seeking),No
514,227,main_study,Yes,Not sure,0,Varied,1,5,1,4,1,0,0,49,Female,White,United States,Full-Time,No
515,275,main_study,Yes,Not sure,0,Varied,3,3,3,0,0,0,0,43,Female,Black,United States,Unemployed (and job seeking),No
516,332,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,43,Male,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
517,471,main_study,Yes,Yes,1,Varied,2,2,5,0,0,0,0,19,Female,Black,United States,Full-Time,Yes
518,342,main_study,Yes,Yes,1,Varied,3,2,5,-1,0,0,0,60,Female,White,United States,Full-Time,No
519,240,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,35,Male,White,United States,Unemployed (and job seeking),Yes
520,368,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,52,Female,Black,United States,Full-Time,Yes
521,486,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,32,Female,Black,United States,Full-Time,Yes
522,167,main_study,Yes,Not sure,0,Varied,4,4,2,0,0,0,0,24,Female,Black,United States,Unemployed (and job seeking),No
523,183,main_study,Yes,Not sure,0,Stayed the same,1,2,4,1,0,0,1,35,Male,White,United States,Part-Time,No
524,562,main_study,Yes,Yes,1,Varied,3,4,3,1,0,0,0,19,Female,White,United States,Unemployed (and job seeking),Yes
525,343,main_study,Yes,Yes,1,Not sure,3,3,2,0,0,0,1,40,Female,Mixed,United States,Part-Time,No
526,182,main_study,Yes,Yes,1,Stayed the same,4,5,1,1,0,0,1,52,Female,White,United States,Full-Time,No
527,158,main_study,Yes,Yes,1,Varied,3,5,1,2,0,0,0,54,Female,Black,United States,Full-Time,Yes
528,188,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,19,Male,Asian,United States,Unemployed (and job seeking),Yes
529,223,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,40,Female,Asian,United States,Unemployed (and job seeking),Yes
530,156,main_study,Yes,Yes,1,Varied,4,5,1,1,0,0,0,30,Male,White,United States,Full-Time,No
531,326,main_study,Yes,Yes,1,Stayed the same,3,2,4,-1,0,0,1,35,Female,Asian,United States,Unemployed (and job seeking),No
532,154,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,28,Male,White,United States,Unemployed (and job seeking),Yes
533,279,main_study,Yes,No,0,Varied,3,3,2,0,0,0,0,53,Female,Black,United States,Unemployed (and job seeking),No
534,368,main_study,Yes,No,0,Varied,2,2,4,0,0,0,0,39,Female,Black,United States,Full-Time,No
535,350,main_study,Yes,Yes,1,Stayed the same,1,1,5,0,0,0,1,45,Male,White,United States,Full-Time,DATA_EXPIRED
536,188,main_study,Yes,No,0,Stayed the same,3,3,3,0,1,0,1,32,Male,White,United States,Unemployed (and job seeking),No
537,348,main_study,Yes,Yes,1,Varied,1,1,2,0,1,0,0,27,Female,White,United States,Full-Time,Yes
538,347,main_study,Yes,Yes,1,Varied,1,3,2,2,0,0,0,33,Female,Other,United States,Unemployed (and job seeking),No
539,932,main_study,Yes,No,0,Varied,4,4,2,0,0,0,0,43,Male,White,United States,Unemployed (and job seeking),No
540,368,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,22,Female,Black,United States,Part-Time,Yes
541,235,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,52,Male,Asian,United States,Part-Time,No
542,513,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,67,Male,White,United States,Full-Time,No
543,280,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,52,Female,Mixed,United States,Full-Time,No
544,333,main_study,Yes,Not sure,0,Varied,4,4,1,0,0,0,0,61,Male,White,United States,Full-Time,No
545,247,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,27,Male,White,United States,Unemployed (and job seeking),No
546,190,main_study,Yes,Yes,1,Varied,2,2,3,0,0,0,0,28,Male,White,United States,Full-Time,No
547,217,main_study,Yes,Yes,1,Varied,1,2,4,1,0,0,0,21,Female,Mixed,United States,Unemployed (and job seeking),Yes
548,250,main_study,Yes,Yes,1,Varied,4,4,5,0,0,0,0,22,Female,Black,United States,Full-Time,No
549,184,main_study,Yes,Yes,1,Varied,1,4,1,3,0,0,0,32,Male,White,United States,Unemployed (and job seeking),No
550,126,main_study,Yes,Yes,1,Varied,1,2,4,1,0,0,0,38,Male,White,United States,Full-Time,No
551,366,main_study,Yes,Yes,1,Varied,1,4,2,3,0,0,0,21,Female,White,United States,Part-Time,Yes
552,393,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,18,Female,White,United States,Unemployed (and job seeking),Yes
553,412,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,44,Female,Mixed,United States,Other,No
554,336,main_study,Yes,Not sure,0,Varied,2,4,2,2,0,0,0,22,Male,Mixed,United States,Unemployed (and job seeking),No
555,594,main_study,Yes,Not sure,0,Varied,4,3,2,-1,0,0,0,33,Female,Other,United States,Part-Time,No
556,178,main_study,Yes,No,0,Varied,3,3,3,0,0,0,0,40,Female,Black,United States,Full-Time,No
557,305,main_study,Yes,Not sure,0,Varied,4,3,2,-1,0,0,0,52,Female,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
558,257,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,43,Female,White,United States,Unemployed (and job seeking),No
559,422,main_study,Yes,Yes,1,Varied,2,4,1,2,0,0,0,25,Female,White,United States,Unemployed (and job seeking),No
560,176,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,27,Female,White,United States,Part-Time,No
561,267,main_study,Yes,No,0,Varied,4,3,2,-1,0,0,0,28,Male,Asian,United States,Part-Time,No
562,415,main_study,Yes,No,0,Varied,3,3,4,0,0,0,0,34,Male,Black,United States,Unemployed (and job seeking),No
563,773,main_study,Yes,Yes,1,Varied,3,2,4,-1,0,0,0,39,Female,Other,United States,Part-Time,No
564,162,main_study,Yes,Yes,1,Varied,2,2,4,0,0,0,0,30,Male,White,United States,Part-Time,Yes
565,161,main_study,Yes,No,0,Varied,2,4,2,2,0,0,0,56,Male,Asian,United States,Full-Time,No
566,229,main_study,Yes,Yes,1,Stayed the same,1,4,1,3,0,0,1,39,Female,Black,United States,Part-Time,No
567,318,main_study,Yes,No,0,Varied,2,1,5,-1,0,0,0,36,Female,White,United States,Other,No
568,207,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,35,Male,Mixed,United States,Other,Yes
569,285,main_study,Yes,Yes,1,Stayed the same,1,1,4,0,0,0,1,29,Female,Black,United States,Part-Time,DATA_EXPIRED
570,277,main_study,Yes,No,0,Varied,2,3,3,1,0,0,0,42,Female,Black,United States,DATA_EXPIRED,No
571,185,main_study,Yes,Not sure,0,Varied,4,4,1,0,0,0,0,48,Female,White,United States,Part-Time,No
572,275,main_study,Yes,Not sure,0,Varied,3,3,2,0,0,0,0,22,Female,White,United States,Unemployed (and job seeking),No
573,138,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,29,Female,White,United States,Part-Time,Yes
574,250,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,22,Male,Prefer not to say,United States,Unemployed (and job seeking),Yes
575,361,main_study,Yes,No,0,Varied,2,4,3,2,0,0,0,29,Female,White,United States,Part-Time,No
576,242,main_study,Yes,Not sure,0,Varied,4,4,2,0,0,0,0,22,Male,Asian,United States,Other,Yes
577,250,main_study,Yes,Yes,1,Varied,3,2,3,-1,0,0,0,35,Female,Mixed,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
578,251,main_study,Yes,Yes,1,Varied,2,3,2,1,0,0,0,29,Female,White,United States,Part-Time,No
579,185,main_study,Yes,Yes,1,Varied,2,5,1,3,0,0,0,32,Female,White,United States,Part-Time,No
580,218,main_study,Yes,Yes,1,Varied,5,5,1,0,0,0,0,43,Female,White,United States,Unemployed (and job seeking),Yes
581,193,main_study,Yes,Not sure,0,Varied,1,2,3,1,0,0,0,29,Male,White,United States,Unemployed (and job seeking),No
582,305,main_study,Yes,Not sure,0,Varied,3,4,2,1,0,0,0,44,Male,White,United States,Part-Time,No
583,484,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,20,Male,Black,United States,Unemployed (and job seeking),No
584,230,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,28,Male,White,United States,Unemployed (and job seeking),No
585,231,main_study,Yes,Yes,1,Varied,1,3,2,2,0,0,0,34,Female,Black,United States,Unemployed (and job seeking),No
586,231,main_study,Yes,Yes,1,Varied,2,1,5,-1,0,0,0,24,Male,White,United States,Unemployed (and job seeking),No
587,320,main_study,Yes,Yes,1,Varied,4,5,1,1,0,0,0,30,Female,Other,United States,Other,Yes
588,268,main_study,Yes,No,0,Varied,4,4,2,0,0,0,0,65,Male,White,United States,Unemployed (and job seeking),No
589,301,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,33,Male,White,United States,Full-Time,No
590,389,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,21,Female,White,United States,Full-Time,No
591,207,main_study,Yes,No,0,Varied,3,4,3,1,0,0,0,32,Female,Other,United States,Full-Time,No
592,277,main_study,Yes,Yes,1,Varied,2,4,2,2,0,0,0,21,Male,White,United States,Unemployed (and job seeking),No
593,210,main_study,Yes,Yes,1,Varied,2,4,1,2,0,0,0,24,Female,Other,United States,Full-Time,No
594,302,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,46,Female,White,United States,Full-Time,No
595,620,main_study,Yes,Yes,1,Varied,4,4,3,0,0,0,0,28,Male,Black,United States,Unemployed (and job seeking),No
596,160,main_study,Yes,No,0,Varied,4,4,1,0,0,0,0,48,Female,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
597,245,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,46,Male,White,United States,Full-Time,No
598,280,main_study,Yes,Yes,1,Varied,3,4,3,1,0,0,0,58,Male,Black,United States,Part-Time,Yes
599,278,main_study,Yes,No,0,Varied,3,4,2,1,0,0,0,45,Male,White,United States,Full-Time,No
600,240,main_study,Yes,Yes,1,Stayed the same,5,5,1,0,0,0,1,68,Male,Black,United States,Full-Time,No
601,233,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,46,Male,White,United States,Full-Time,No
602,327,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,52,Female,White,United States,Part-Time,Yes
603,380,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,21,Male,White,United States,Unemployed (and job seeking),No
604,218,main_study,Yes,No,0,Varied,3,2,4,-1,0,0,0,34,Female,White,United States,DATA_EXPIRED,No
605,85,main_study,Yes,Yes,1,Stayed the same,3,3,3,0,0,0,1,42,Female,Other,United States,Unemployed (and job seeking),No
606,204,main_study,Yes,Yes,1,Varied,3,4,1,1,0,0,0,36,Male,Asian,United States,Part-Time,No
607,215,main_study,Yes,No,0,Varied,4,4,2,0,0,0,0,54,Female,White,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
608,321,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,19,Female,Mixed,United States,Full-Time,Yes
609,363,main_study,Yes,Yes,1,Varied,1,3,3,2,0,0,0,37,Female,White,United States,Part-Time,No
610,273,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,26,Male,Asian,United States,Full-Time,No
611,164,main_study,Yes,Not sure,0,Varied,4,4,2,0,0,0,0,43,Female,White,United States,Full-Time,No
612,578,main_study,Yes,Yes,1,Varied,2,5,1,3,0,0,0,44,Male,White,United States,Unemployed (and job seeking),No
613,136,main_study,Yes,Yes,1,Varied,2,2,4,0,0,0,0,27,Female,White,United States,Unemployed (and job seeking),No
614,372,main_study,Yes,Yes,1,Varied,2,4,1,2,0,0,0,52,Female,White,United States,Full-Time,No
615,473,main_study,Yes,Yes,1,Varied,5,5,1,0,0,0,0,44,Female,White,United States,Full-Time,No
616,472,main_study,Yes,No,0,Varied,3,3,3,0,0,0,0,51,Male,Asian,United States,Part-Time,No
617,126,main_study,Yes,Yes,1,Varied,2,2,3,0,0,0,0,21,Male,Other,United States,Unemployed (and job seeking),Yes
618,629,main_study,Yes,Yes,1,Varied,4,3,3,-1,0,0,0,64,Female,White,United States,Full-Time,Yes
619,347,main_study,Yes,Yes,1,Varied,2,2,2,0,0,0,0,36,Female,Black,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
620,156,main_study,Yes,Yes,1,Varied,1,2,3,1,0,0,0,29,Female,White,United States,Unemployed (and job seeking),Yes
621,292,main_study,Yes,No,0,Varied,4,4,2,0,0,0,0,25,Male,Mixed,United States,Part-Time,Yes
622,290,main_study,Yes,Not sure,0,Varied,2,4,2,2,0,0,0,26,Male,White,United States,Full-Time,No
623,764,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,52,Female,Asian,United States,Unemployed (and job seeking),No
624,304,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,45,Male,White,United States,Unemployed (and job seeking),No
625,132,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,29,Female,White,United States,Part-Time,No
626,341,main_study,Yes,Yes,1,Varied,1,3,2,2,0,0,0,36,Male,White,United States,Part-Time,No
627,299,main_study,Yes,Not sure,0,Varied,3,3,2,0,0,0,0,45,Female,White,United States,DATA_EXPIRED,No
628,146,main_study,Yes,No,0,Varied,5,5,4,0,0,0,0,30,Female,White,United States,Part-Time,Yes
629,381,main_study,Yes,Yes,1,Varied,5,5,1,0,0,0,0,49,Male,White,United States,Full-Time,No
630,182,main_study,Yes,Yes,1,Varied,2,2,4,0,0,0,0,30,Male,Mixed,United States,Unemployed (and job seeking),No
631,361,main_study,Yes,Yes,1,Varied,3,2,3,-1,0,0,0,40,Female,Other,United States,Unemployed (and job seeking),No
632,279,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,22,Male,Mixed,United States,Unemployed (and job seeking),Yes
633,315,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,35,Female,Asian,United States,Unemployed (and job seeking),No
634,255,main_study,Yes,No,0,Varied,4,4,2,0,0,0,0,41,Male,Other,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
635,215,main_study,Yes,Yes,1,Varied,4,4,1,0,0,0,0,42,Female,Mixed,United States,Full-Time,No
636,222,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,23,Male,Asian,United States,Unemployed (and job seeking),Yes
637,170,main_study,Yes,Yes,1,Varied,3,3,3,0,0,0,0,27,Female,White,United States,Full-Time,No
638,169,main_study,Yes,Yes,1,Varied,4,4,2,0,0,0,0,22,Male,White,United States,Part-Time,Yes
639,393,main_study,Yes,Not sure,0,Varied,4,4,2,0,0,0,0,36,Female,White,United States,Full-Time,No
640,509,main_study,Yes,Yes,1,Varied,1,1,3,0,0,0,0,22,Female,White,United States,Part-Time,Yes
641,774,main_study,Yes,Yes,1,Varied,3,3,4,0,0,0,0,46,Female,Asian,United States,Part-Time,No
642,208,main_study,Yes,Yes,1,Varied,3,4,3,1,0,0,0,34,Male,White,United States,Full-Time,No
643,122,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,21,Male,White,United States,Part-Time,Yes
644,339,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,22,Female,Asian,United States,Unemployed (and job seeking),No
645,376,main_study,Yes,Yes,1,Varied,3,2,4,-1,0,0,0,29,Female,Asian,United States,Unemployed (and job seeking),No
646,242,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,27,Female,White,United States,Unemployed (and job seeking),No
647,248,main_study,Yes,Yes,1,Varied,1,3,3,2,0,0,0,53,Male,White,United States,Unemployed (and job seeking),No
648,817,main_study,Yes,Not sure,0,Varied,4,4,2,0,0,0,0,23,Male,Black,United States,Full-Time,No
649,316,main_study,Yes,Not sure,0,Varied,4,4,2,0,0,0,0,44,Female,Mixed,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",No
650,707,main_study,Yes,Yes,1,Varied,2,4,2,2,0,0,0,41,Female,White,United States,Unemployed (and job seeking),No
651,322,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,32,Male,White,United States,Full-Time,No
652,197,main_study,Yes,Yes,1,Varied,3,3,2,0,0,0,0,35,Female,Asian,United States,Unemployed (and job seeking),No
653,394,main_study,Yes,Yes,1,Varied,2,5,1,3,0,0,0,42,Male,White,United States,Unemployed (and job seeking),No
654,323,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,23,Female,White,United States,Unemployed (and job seeking),No
655,201,main_study,Yes,Yes,1,Varied,3,4,2,1,0,0,0,28,Female,White,United States,Due to start a new job within the next month,No
656,168,main_study,Yes,Yes,1,Varied,4,4,3,0,0,0,0,33,Male,Asian,United States,Full-Time,No
657,357,main_study,Yes,Yes,1,Varied,2,2,4,0,0,0,0,20,Male,Other,United States,Unemployed (and job seeking),No
658,278,main_study,Yes,Yes,1,Varied,1,1,5,0,0,0,0,26,Female,Mixed,United States,Unemployed (and job seeking),No
659,297,main_study,Yes,Not sure,0,Varied,3,2,3,-1,0,0,0,34,Female,White,United States,Part-Time,No
660,289,main_study,Yes,Yes,1,Varied,1,2,4,1,0,0,0,42,Male,White,United States,Full-Time,No
661,213,main_study,Yes,No,0,Varied,4,4,1,0,0,0,0,29,Male,White,United States,Part-Time,Yes
662,223,main_study,Yes,Yes,1,Varied,2,3,3,1,0,0,0,26,Male,White,United States,Unemployed (and job seeking),No
663,249,main_study,Yes,Yes,1,Varied,5,5,5,0,0,0,0,52,Male,Mixed,United States,Full-Time,No
